fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0005,Salaries and Wages - on Payroll,2564295
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0006,Salary Provision,3799273
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0015,Schedule Salary Adjustments,9685
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0044,Fringe Benefits,1720931
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0135,For Delegate Agencies,148088767
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1143300
GRANTS,GA03,Home Investment Partnership,50,Department of Family and Support Services,280E,Home Investment Partnership,0005,Salaries and Wages - on Payroll,64668
GRANTS,GA03,Home Investment Partnership,50,Department of Family and Support Services,280E,Home Investment Partnership,0135,For Delegate Agencies,43935332
GRANTS,GA29,American Rescue Plan,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,111302
GRANTS,GA29,American Rescue Plan,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,76247
GRANTS,GA29,American Rescue Plan,50,Department of Family and Support Services,2904,Area Plan on Aging,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,10721451
GRANTS,0P87,CPD - Private Grants,51,Office of Public Safety Administration,2826,PSA - Private Grants,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2413000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0005,Salaries and Wages - on Payroll,91247
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0006,Salary Provision,742
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0044,Fringe Benefits,69011
GRANTS,0W59,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,10905000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0006,Salary Provision,154000
GRANTS,G092,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4754000
GRANTS,G188,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6491000
GRANTS,G197,Edward Byrne Memorial Justice Assistance Grant,51,Office of Public Safety Administration,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,157000
GRANTS,G212,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,157000
GRANTS,G386,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0006,Salary Provision,2000000
GRANTS,G386,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6810000
GRANTS,G420,Edward Byrne Memorial Justice Assistance Grant,51,Office of Public Safety Administration,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,479840
GRANTS,G538,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,210000
GRANTS,G552,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0005,Salaries and Wages - on Payroll,1101793
GRANTS,G552,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0015,Schedule Salary Adjustments,11255
GRANTS,G552,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0044,Fringe Benefits,739664
GRANTS,G552,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7347288
GRANTS,0W87,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,0540,Construction of Buildings and Other Structures,500000
GRANTS,0W90,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,0540,Construction of Buildings and Other Structures,500000
GRANTS,G248,Equitable Transit Oriented Development,54,Department of Planning and Development,2894,Equitable Transit Oriented Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,200000
GRANTS,G249,Equitable Transit Oriented Development,54,Department of Planning and Development,2894,Equitable Transit Oriented Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,800000
GRANTS,G463,Build Illinois Bond Fund,54,Department of Planning and Development,280C,Bronzeville Theatre Project,9103,Rehabilitation Loans and Grants,26000000
GRANTS,G464,African American Cultural Heritage Action Fund,54,Department of Planning and Development,280D,African American Cultural Heritage,0006,Salary Provision,150000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0005,Salaries and Wages - on Payroll,496296
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0006,Salary Provision,378016
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0044,Fringe Benefits,262702
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0135,For Delegate Agencies,16412006
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,8693148
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0149,For Software Maintenance and Licensing,4202
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0169,Technical Meeting Costs,25157
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0446,For the Purchase of IT and Data Communication Hardware,18695
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,9103,Rehabilitation Loans and Grants,34960935
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0020,Overtime,1056000
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,28000
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0340,Material and Supplies,4519000
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0421,Machinery and Equipment,80000
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0450,Vehicles,55000
GRANTS,010C,Coronavirus Emergency Supplemental Funding,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0801,Indirect Costs,299000
GRANTS,0191,Asset Forfeiture - State,57,Chicago Police Department,2817,Asset Forfeiture - State,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1776000
GRANTS,0657,Police,57,Chicago Police Department,2816,Asset Forfeiture - Federal,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,259000
GRANTS,0B17,Asset Forfeiture - Federal,57,Chicago Police Department,2816,Asset Forfeiture - Federal,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2920000
GRANTS,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,57,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0005,Salaries and Wages - on Payroll,57508
GRANTS,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,57,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0015,Schedule Salary Adjustments,1512
GRANTS,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,57,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0044,Fringe Benefits,42495
GRANTS,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,57,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,440485
GRANTS,0P87,CPD - Private Grants,57,Chicago Police Department,2854,CPD - Private Grants,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,113000
