fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,909A,Reserve Balance,72000
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,117988
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,74276
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,909A,Reserve Balance,4126736
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,909A,Reserve Balance,2329000
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2981,Domestic Violence Hotline,909A,Reserve Balance,12000
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2985,Homeless Shelter,909A,Reserve Balance,308000
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2987,Workforce Services,909A,Reserve Balance,554000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0005,Salaries and Wages - on Payroll,4908125
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0006,Salary Provision,-59199
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0015,Schedule Salary Adjustments,43495
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0044,Fringe Benefits,2954391
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0125,Office and Building Services,33926
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0135,For Delegate Agencies,3641109
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40774
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0155,Rental of Property,53570
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0159,Lease Purchase Agreements for Equipment and Machinery,20892
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0190,Telephone - Centrex Billings,53570
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0340,Material and Supplies,10500
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0350,Stationery and Office Supplies,3285
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,0801,Indirect Costs,695562
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,Community Services Block Grant,909A,Reserve Balance,2221000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280F,Reducing Risk for Girls in the Juvenile Justice System,909A,Reserve Balance,316000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280Q,Social Services Block Grant,0135,For Delegate Agencies,1300000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280Q,Social Services Block Grant,909A,Reserve Balance,1257000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0005,Salaries and Wages - on Payroll,137992
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0006,Salary Provision,-5295
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0044,Fringe Benefits,85238
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,431065
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,909A,Reserve Balance,641000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0005,Salaries and Wages - on Payroll,4684324
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,Salary Provision,24515198
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0015,Schedule Salary Adjustments,44462
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0044,Fringe Benefits,2848600
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,42127000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,17963723
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,Head Start and Early Head Start,909A,Reserve Balance,52664000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0005,Salaries and Wages - on Payroll,102374
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0044,Fringe Benefits,61013
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,211613
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,909A,Reserve Balance,336000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0005,Salaries and Wages - on Payroll,360596
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0015,Schedule Salary Adjustments,3487
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0044,Fringe Benefits,214907
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0135,For Delegate Agencies,1385810
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0801,Indirect Costs,189200
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,7292203
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0006,Salary Provision,-1953
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0015,Schedule Salary Adjustments,62846
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,4394423
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,2994582
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,909A,Reserve Balance,27868000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,909A,Reserve Balance,111000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,147000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,909A,Reserve Balance,141000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,0005,Salaries and Wages - on Payroll,834721
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,0006,Salary Provision,-42186
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,0015,Schedule Salary Adjustments,1776
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,0044,Fringe Benefits,502786
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,0135,For Delegate Agencies,9702903
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,Child Care Services,909A,Reserve Balance,10816000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0005,Salaries and Wages - on Payroll,473725
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0015,Schedule Salary Adjustments,5893
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0044,Fringe Benefits,282329
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0135,For Delegate Agencies,5000000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,963640
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,0340,Material and Supplies,7413
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,Emergency Solutions,909A,Reserve Balance,3708000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,36000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2945,Senior Medicare Patrol,909A,Reserve Balance,36000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2966,Assistance for Victims of Human Trafficking,0135,For Delegate Agencies,800000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280P,Transit and Homelessness Support,0135,For Delegate Agencies,2000000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280P,Transit and Homelessness Support,909A,Reserve Balance,2678000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280Q,Social Services Block Grant,0135,For Delegate Agencies,420000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280Q,Social Services Block Grant,909A,Reserve Balance,419000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,490000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,140000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,909A,Reserve Balance,139000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,186000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,909A,Reserve Balance,205000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,357000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,909A,Reserve Balance,207000
GRANTS,925P,Program Income Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,150000
GRANTS,925P,Program Income Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,909A,Reserve Balance,541000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,59000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2815,Foster Grandparents,909A,Reserve Balance,54000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0005,Salaries and Wages - on Payroll,161062
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0006,Salary Provision,60022
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0015,Schedule Salary Adjustments,2926
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0044,Fringe Benefits,95990
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,909A,Reserve Balance,317000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0801,Indirect Costs,6000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,909A,Reserve Balance,67000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,55000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2868,Senior Companion Project - Action,909A,Reserve Balance,33000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,53684
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,31994
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,17314322
