fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,CNCS - IDOA - CTY - AmeriCorps Foster Grandparent Program (FGP) (94.011),0005,Salaries and Wages - on Payroll,142021
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,CNCS - IDOA - CTY - AmeriCorps Foster Grandparent Program (FGP) (94.011),0044,Fringe Benefits,84988
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2815,CNCS - IDOA - CTY - AmeriCorps Foster Grandparent Program (FGP) (94.011),0135,For Delegate Agencies,421991
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0005,Salaries and Wages - on Payroll,4860931
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0006,Salary Provision,24515198
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0015,Schedule Salary Adjustments,31788
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0044,Fringe Benefits,2843446
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0135,For Delegate Agencies,42016340
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2860,HHS - ACF - Head Start (93.600),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,17916297
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,CNCS - IDOA - CTY - AmeriCorps Senior Companion Program (SCP) (94.016),0005,Salaries and Wages - on Payroll,105447
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,CNCS - IDOA - CTY - AmeriCorps Senior Companion Program (SCP) (94.016),0044,Fringe Benefits,60833
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2868,CNCS - IDOA - CTY - AmeriCorps Senior Companion Program (SCP) (94.016),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,208720
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0005,Salaries and Wages - on Payroll,7538420
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0006,Salary Provision,60786
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0015,Schedule Salary Adjustments,54653
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0044,Fringe Benefits,4362989
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0135,For Delegate Agencies,2561147
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0801,Indirect Costs,165005
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2937,HHS - ACL - IDOA - Medicare Enrollment Assistance Program (93.071),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,147000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,HHS - ACF - IDHS - Child Care and Development Fund (93.596),0005,Salaries and Wages - on Payroll,861217
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,HHS - ACF - IDHS - Child Care and Development Fund (93.596),0015,Schedule Salary Adjustments,2190
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,HHS - ACF - IDHS - Child Care and Development Fund (93.596),0044,Fringe Benefits,521180
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2943,HHS - ACF - IDHS - Child Care and Development Fund (93.596),0135,For Delegate Agencies,9615413
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0005,Salaries and Wages - on Payroll,464119
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0015,Schedule Salary Adjustments,3372
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0044,Fringe Benefits,276175
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0135,For Delegate Agencies,4310281
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,963640
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),0340,Material and Supplies,7413
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2944,HUD - CPD - Emergency Solutions Grant Program (14.231),909A,Reserve Balance,4687000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2945,HHS - ACL - IDOA - Special Programs for Aging (93.048),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,36000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280P,CTA - Transit and Homelessness Support,0135,For Delegate Agencies,3200000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,280Q,HHS - ACF - IDHS - CTY - Social Services Block Grant (93.667),0135,For Delegate Agencies,420000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2815,CNCS - IDOA - CTY - AmeriCorps Foster Grandparent Program (FGP) (94.011),0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,245000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2868,CNCS - IDOA - CTY - AmeriCorps Senior Companion Program (SCP) (94.016),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,140000
GRANTS,925L,Local Public and Private Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,186000
GRANTS,925P,Program Income Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0135,For Delegate Agencies,150000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,280T,DCEO - Senior Center,909A,Reserve Balance,16000000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2815,CNCS - IDOA - CTY - AmeriCorps Foster Grandparent Program (FGP) (94.011),0135,For Delegate Agencies,59000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0005,Salaries and Wages - on Payroll,361945
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0006,Salary Provision,60022
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0015,Schedule Salary Adjustments,4681
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0044,Fringe Benefits,208809
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0270,Local Transportation,1500
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2836,IDOA - Long Term Care Ombudsman Services,0340,Material and Supplies,52043
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2846,IDOA - Elder Abuse Prevention Programs,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2846,IDOA - Elder Abuse Prevention Programs,0801,Indirect Costs,6000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2868,CNCS - IDOA - CTY - AmeriCorps Senior Companion Program (SCP) (94.016),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,55000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0005,Salaries and Wages - on Payroll,55290
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0044,Fringe Benefits,31897
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2904,HHS - ACL - IDOA -CTY - Area Plan on Aging  (93.041-93.045; 93.052-93.053),0135,For Delegate Agencies,21112813
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0005,Salaries and Wages - on Payroll,669340
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0006,Salary Provision,6709
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0015,Schedule Salary Adjustments,3836
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0044,Fringe Benefits,391362
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0135,For Delegate Agencies,48939991
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4984403
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2942,IDHS - Emergency and Transitional Housing,0190,Telephone - Centrex Billings,4359
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2946,IDOA - Senior Health Assistance Program (SHAP),0005,Salaries and Wages - on Payroll,191920
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2946,IDOA - Senior Health Assistance Program (SHAP),0006,Salary Provision,31360
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2946,IDOA - Senior Health Assistance Program (SHAP),0044,Fringe Benefits,110720
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2962,ISBE - CPS - Early Childhood Block Grant,0005,Salaries and Wages - on Payroll,1533028
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2962,ISBE - CPS - Early Childhood Block Grant,0015,Schedule Salary Adjustments,13687
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2962,ISBE - CPS - Early Childhood Block Grant,0044,Fringe Benefits,913804
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2962,ISBE - CPS - Early Childhood Block Grant,0135,For Delegate Agencies,63664481
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2962,ISBE - CPS - Early Childhood Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,35000000
GRANTS,925S,State Grant Fund,50,Department of Family and Support Services,2977,IDOA - Senior Benefits Access Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,438000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,TREAS - SLFRF - American Rescue Plan Fiscal Recovery (ARPA) (21.027),0135,For Delegate Agencies,7607000
GRANTS,0075,Grants Management Fund,51,Office of Public Safety Administration,2800,CTY - Grants Management,0005,Salaries and Wages - on Payroll,551525
GRANTS,0075,Grants Management Fund,51,Office of Public Safety Administration,2800,CTY - Grants Management,0006,Salary Provision,806000
GRANTS,0075,Grants Management Fund,51,Office of Public Safety Administration,2800,CTY - Grants Management,0015,Schedule Salary Adjustments,2339
GRANTS,0075,Grants Management Fund,51,Office of Public Safety Administration,2800,CTY - Grants Management,0044,Fringe Benefits,324136
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2815,DHS - FEMA - IEMA - Homeland Security Grant Program (UASI) (97.076),0005,Salaries and Wages - on Payroll,1182772
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2815,DHS - FEMA - IEMA - Homeland Security Grant Program (UASI) (97.076),0015,Schedule Salary Adjustments,14367
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2815,DHS - FEMA - IEMA - Homeland Security Grant Program (UASI) (97.076),0044,Fringe Benefits,696481
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2815,DHS - FEMA - IEMA - Homeland Security Grant Program (UASI) (97.076),909A,Reserve Balance,16293380
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2996,DOJ - OJP - Edward Byrne Memorial Justice Assistance Grant Program (16.738),0005,Salaries and Wages - on Payroll,75745
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2996,DOJ - OJP - Edward Byrne Memorial Justice Assistance Grant Program (16.738),0006,Salary Provision,452252
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2996,DOJ - OJP - Edward Byrne Memorial Justice Assistance Grant Program (16.738),0015,Schedule Salary Adjustments,2136
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2996,DOJ - OJP - Edward Byrne Memorial Justice Assistance Grant Program (16.738),0044,Fringe Benefits,49867
GRANTS,925F,Federal Grant Fund,51,Office of Public Safety Administration,2996,DOJ - OJP - Edward Byrne Memorial Justice Assistance Grant Program (16.738),909A,Reserve Balance,100000
GRANTS,925D,Disaster Recovery Fund,54,Department of Planning and Development,2897,HUD - CPD - CDBG-DR - Stormwater Infrastructure - Permeable Outdoor Plazas (POP) (14.218),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5000000
GRANTS,925E,Entitlement Fund,54,Department of Planning and Development,2505,HUD - CPD - CDBG - Planning and Administration (14.218),0005,Salaries and Wages - on Payroll,1006539
